never again will i click on a link that screams , & quot ; i 'm a spider , i 'm a spider & quot ; . i should have known better . yucky 
we just started our first & quot ; batch & quot ; of dialysate with the new pureflow system . ca n't use it because it has n't been tested through the lab . 
yes ! school is ovr ! i kinda wish i could go back though i am moving to a new school nxt year so i probably wont c any of my old friends . 
didnt go in th end mike wasnt gona b there til 6 & amp ; i had to leave @ 9. i hate bein here now , i want pmouth and friends back ! 
britney , darling , i know you want my sweet ass . i know how round and beautiful it is . but i do n't swing that way , and stalking me is bad 
listening to & quot ; off the atlas & quot ; , who has apparently decided not to record anything anymore , only way to hear new stuff is to go to a gig 
my ipod is broke ! noooo ! ! i have to take it back for repair at merry hill on a rainy day ! its going to be like a cattle market in mumbai 
finally ... i got my lawnmower back last night ! it 's been in the shop for months . now i spend the weekend mowing 3 acres of 18 & quot ; high grass 
is thinking ... last time i did this to my back , i was flat on my back for a couple of days . welcome to the late 30 's ! this sucks ! 
my sister has very sharp features , & amp ; is considered & quot ; the looker & quot ; of the family . a guy ? yikes . that deserves a cold-shoulder . 
i ca n't seem to find the original tif files for some of my work . maybe they are on my old comp . ah well . would be worse for real artwork . 
my tummy does n't feel good . do n't know if it 's nerves b/c of doing something new at work or what ... either way , i 'd like it to stop . 
sorting through all my ny stuff , its making me sad i wan na go back ny skyride 350 fifth ave , ny ny 10118 & lt ; haha ah i must go back 
heading home today . i think i 'm ready , but i know as soon as i ca n't smell the ocean anymore , i 'll want to come back the real world sucks 
twitter must do something with the dm box . it 's awful & amp ; horrible & amp ; terrifying now i have to go over 2,873 dms and erase 1 by 1 ooooooffff 
i hope so . i just wrote a whole load of crap ! lmao ! i got a b in my mock , now i 'll be lucky if i get a c ! 
so ... was in new jersey last week & amp ; is in new york tonight . aaahh ! ! why did n't i know before they came . i love hillsong ! ! 
almonds at 4am . i know im gon na pay for this in the morning.. took a 4hr nap and cant sleep.. got ta be up in less than 4 hrs . booooo work 
during the live chat ... a fan has written & quot ; nick and joe are cute , kev is in the the corner & quot ; and kev is gone in the corner 
good morning , i love twitter . so much info ! ! have a great day . beautiful sunshine here this am . day here b4 surgery . no food ! not happy ) 
i really need a new kitchenaid mixer- but if electricity is going to & quot ; skyrocket & quot ; - not sure if i 'll be able to afford to mix anything ! 
roberta jus left for work which means i 'm sad . & amp ; shelbs is knocked out in my bed so , doin 10 years worth of laundry and cleanin my room . 
maybe i should just go to sleep early again like last game ... .naw eff that son ! go orlando ! & lt ; & lt ; d. how dont let me down ! 
i have a headache guys ! ! ! ! i do n't want to see a bottle of goose for a long time ! ! ! ! i still feel drunk ! ! ! 
jesus please lem me get well soon ! diz is goin on n on n it even gets worse ! cant even taste or smell what im eating , headache allday ! uuugh ! 
bin out shoppin with my nan , , mum & amp ; + brother ( : want him to txt me but he aint i love him more than he realises ( : ..ox 
been wanting a good chix finger salad for a few days but its brkfst tyme ? ? ? maybe i 'll run to the greeek spot get steak , eggs , and potatos ? 
i wish i could help you out more on that , but i have no idea how m & amp ; g works . i do n't want to cause you missing it . 
this truly is annoying ! i go online at 9:58pm and he has to leave for class at 10pm ( 10pm our time , 10am his ) sucks lorrrrrrxsz ! ! ! ! ! 
this truly is annoying ! i get online at 9:58pm and he has to leave for class at 10pm ( 10pm our time , 10am his ) sucks lorrrrrrxsz ! ! ! ! ! 
very cold night . brr . / so our classes will now start on the 16th . yay ! but i miss my friends ! and i need cash ! allowance $ - ) 
today is startin off shakey . jus found out a friend of mine mother is in icu . damn yo . i 'm cryin like its my mom and i never met her . 
ah crap . jesse has a fever ! i thought he did last night when he woke up shaking . i gave him motrin and back to sleep . now it 's only 100.4 
i 'm up , but i never said i 'd like it lol..my eyes are sore , and allergies are going crazy & lt ; & lt ; thats right ... double frown ... 
wuss hat'nan ? ? ? who fuckin wit 1st saturday : -/ cuz i 'm tryna be n dat thang ! lol . straight up ! workn 'til 3 i mite miss the festivities 
i 'm going to summer jam ! and flo rida ; jesse mccartney ; 3oh ! 3 and more are perfroming ! i 'm so excited ! yay except i 'm running late . 
i should be going down the pub today , but due to lack of id 'til tuesday and the struggle that was thursday ( i still got in ! ) i ca n't . 
so i set my alarm to late and now i do n't have time for my run ! is it bad that i do n't mind ... someone come make me breakfast ; ) 
... ..but the bad thing is ... .we get them after we go mexico in august , so they will be quite grown up hopefully i wo n't get swine flu ! ! ! 
oh my god why do i do this to myself . god , one bad thing about seeing hope , i do shit that scares the crap outta me . failure , failure . 
i wish my face was n't so puffy , and my stomach did n't hurt and i did n't have to be at work . and i also wish there was a jamba closer 
will someone please come and talk to me ? ? i 'm sad and ca n't stop crying , except if i think of him then i 'm happy as and smile ) ) 
got my yearbook ! ! ! ! that must mean schools almost out ! ! ! ! ! ! ! ! ! goin to the ropes course ... i hope i dont fall again 
everytime i hear a car revv up and then slow down , i think the mail 's here . it 's not . but honestly , how many freaking trucks do that ? ! 
so good..that 's why i ca n't live without it ... man this song gone be on repeat while i 'm in cleveland ... smh ... i 'm going to miss my baby ! 
ok i could stay on here all day but i got ta do a little work ! i will be in the passenger seat on the way to orlando so i will tweet then 
i ca n't wait to have a clean apt free of lil buggies where i can cook . i love to cook ! ! i just hate cooking for 1. dinner parties soon ! 
i gind that sweet , sexy , scary and fierce all at the same time . : & gt ; good for you . i do n't even have a boy . ) ) 
i know , weird huh ? what sucks is i can not afford to donate again to try and get it again . oh , well . it 's for a good cause . 
busy day ... . road trip for wedding ... missing graduation & amp ; cook out .. ... . hope the gp airhogs sweep the pelicans ... .. go hogs go ! ! ! 
two down , one more to go . t-storms expected tomorrow . sounds like fun . may need to cut the ride short of 100 mi tho . on my way to office . 
have these words stuck in my head ! do n't remember the movie ! & quot ; main hi main hoon , main hi main hoon , doosra koi nahin ... & quot ; 
is bored ... but its summmer ! ! ! the dance last night was amazing ! ! ! i had so much fun ... but noone asked me to dance during the slow songs 
, i love you ! you are soooo funny ! ! & lt ; 3 i want make a brazilian fan site about you , but is so hard ! ! xx love you 
im about to leave this house for the day ... but i dont have anything to do i wan na go to jersey but i dont wan na drive that far damn w ... 
what the fuck ! ! ! ! someone called me and dropped the call . and then texted me : you 're gay ! ! woah ! my voice sucks super na ba ? 
will be in costa rica as of monday 12ish . and her phone 's touch screen is dying , so really it 's gon na be hard to talk to her for a while 
no , dallas . parents ' house . i 've never really lived here , so i dont know anyone . should we try craigslist & quot ; strictly platonic & quot ; ? 
hello , im back ! ! really busy ! ! -omg- my phone broke no textin .. only calls ( 4now ) life is life .. what r u doing ? ! ? ! 
are demi and trace dating ? seriously ? but trace is so awesome ... o & amp ; having metro station 4 ur tour is odd . they cuss & amp ; ( cont 
i had a dream about diddy last night . it felt real . we were together and he was a very good boyfriend to me . i woke up and no jewels lol . 
i know i know . i 'm going to work on the rpf for a while . i 'm freaking out worrying that i wo n't have enough words . lol at me . 
yeah i work here , i like my job ( mostly ! ) but dublin as a city just doesnt do it for me im a queens girl as well , loved it ! 
im at work & amp ; let me just say it sucks note to self : only work on ur floor . i dont think i can work on this floor.not even 4 myfund 
enjoying my son . he is just so amazing . rolling over & amp ; scooting . soon he will be crawling , then walking . he 'll be grown before i know it 
what ? ? ? ? _ they get to have a picture with th impala at the van con ? ? & gt ; no way ? ? so wrong [ no ] lol 
better mood watchiin 2 & amp ; & amp ; half man fun fun xd oh my sister 's iin cuba , missin her so much 14 days iis a long tiime 0_o ... 
family 's gone ... ..i 'm all alone ... ... wooohooo ! ! ! ! ! lol unfortunately , i have lots of cleaning to do time to pop in bhb and start ... 
i need to get out in see wassup , but its hot out there i do n't wan na melt . might just go get my manicure so my toes will look pretty . 
ok so i watched jimmy kimmel last nite so i think i know now how this works . but is n't it a bit boring ? how do i find new friends here ? 
ahhh they finish late 18th of june ! yes hit me up in london fo shizzle ! oh wait , you 're at gic ldn right ? lunch date ! ! ! ! xxx 
hi guys . well , today i have had a really boring day . i fell on my coccyx again so i can not skate for a while . and that sucks ! ! 
come on ! ! ! ! ! ! daddy and little sister are dinning without me ! ! mommy is not here tonight and big sister is coming back tomorrow ! ! ! awsome 
totally stressed out rite nw , college wrk mounting up wish i cud hav hd time to gt it dne ystrday and hand it in ! wayyy 2 mch 2 do ! d : 
i 'm reduced to putting & quot ; bad stuff & quot ; only on twitter ... my mother is finally using her facebook account ... she commented on a note i had . 
what should i do today ? its saturday . i dont have much fun choices do hw , take sis to park , go to gramas , clean room . ugh nothing fun ! 
i hate when i cant breathe & amp ; my throat is itchy . i guess bed rest is the best remedy . its just so nice outside . i hate feeling like this 
i know . it 's been very busy so far . i need a nap but have to get on a train i ca n't believe no more pt for you at all ! 
glad u got some rest ! i am so in need of some ! i have n't been able 2 sleep the past 2 nights ! i think it 's from the pain meds 
i have been pegged as a & quot ; capable developper & quot ; in my lab . in academia that is rare and now i will be stuck doing all the hard work 
out of a steaming bath , feeling sick . i want to go home and lie on my bedroom floor , 'cause i ca n't do that here ! it 's too small ! 
last night , finally watched the movie & quot ; marley & amp ; me & quot ; , the ending was so depressing ! ! ! i could not stop the tears . 
high school is over ! ! ! ! ! ! , im kinda sad , im going to miss my friends , but i will bring a lot of good memories to college ! 
yikes ! hastily unfollowing a new follower . i 'm sure she 's a nice , decent person , but 82 tweets in 4 hrs is more than i can handle . sorry . 
i absolutely & lt ; 3 sleeping in on saturdays . i got ta find something to keep the sharpie on my tbs shirt . i got a little chocolate on it , too 
just finished doing the & quot ; street appeal & quot ; to the front for the open house tomorrow . had to do it myself since the stagers did n't come down ! 
okay , so niece 's party had bouncy castles but was for 3 to 5 year olds so not for me guess i will have to do my own in the end . ger 
i want something to do , but my foot has a huge bump under it from last night and it 's hard to walk oh this summer 's off to a good start . 
windy out today . another bad day = another day w/ no beach . monday i 'm swimming , come rain , hail , or tornado . we took t out to dinner . 
wtf ? how can that happen ( to me ) . i 'm so sad . so that 's how people roll here at twiiter , huh ? did you check me out ? 
day 3 is n't going so well her nap was much too snort and a bit too early . but it 's hard to stay awake on rainy days ! so now she ... 
wish i could go to full moon crazy ... but i have a dance team party then the jb concert ... .so sad , why do i have 2 have soo many plans ? 
well let 's top it off , capone ( my bull terrier ) just got into a fight with the neighbor 's dog ; it broke my heart to see my lil boy fight 
feeling poorly , so pulled out of 3 peaks walk tomorrow . cos of me , its now totally cancelled , so i feel worse & amp ; guilty . i fail at failing 
just finished a volleyball game . we lost ... again ! thats 5 out of our 7 games that we 've lost . good thing its only a rec team . * 22 days 
mmmm ... .. got ta go ! be back later ... . uhm lisa ? r u mad at me or something ? cuz ur not replying hun i guess we 'll talk later 
reasons why i 'm fed up are three fold ; 1 ) revision is impossible 2 ) i am on my bill in my stupid house 3 ) the summer ball sounds wicked . 
sick . feels like the flu . i used a whole box of tissues today & amp ; the day aint even over yet . will prob use another half a box . =/ 
sorry i 'm not gone b able to make it i 'm having a & quot ; kickback & quot ; at my spot tonite.yo ppl stopping through.. so ill give u a present 
of playing on my mac or on the ps3 trust me if you font when your pet passes on you 'll feel how i feel i wish i had 1 more day with here 
somebody left their phone in my room & amp ; it 's battery is dying , but i ca n't find it . it 's driving me mad . stupid annoying nokia noise . 
my picture still wo n't load so i give up . i 'm taking a break and chillin . bout to watch the mtv movie awards again . i luv dvr . : -d 
i missed two texts and a phone call ... when my phone was next to me . oops . my brother is sad he ca n't come with me to disney . sad too 
my star trek bootleg timed out and when i refreshed the page , it said & quot ; video removed due to infringement & quot ; fml . i only had 40 mins left 
note to people going to hamilton pool , do n't , it 's too packed . and if you then decide to go to barton creek , do n't , there 's no water 
just noticed that the batteries i put into the keyboard just hours ago seems to be bad , since the symptoms of & quot ; lack of battery & quot ; is back , 
someone just sent me a pic if the dead mouse that makes me sad ! ! he was such a cute little fellow ! & lt ; & lt ; i sound demented ! 
going to a beer pong tourney , which i do n't even get to play in booo so lame ... then going to the loop downtown & amp ; then maybe uptown ? ! 
i really hate the effect that dreams can have on you . ruined my whole day now i 'm thinking about shit i do n't want to & amp ; though i was past 
i am getting out of here . if i stay around i will say things that i will regret . it 's best 2leave until i cool off . he ruins my weekends . 
wtf ? ! ? ! ? ! ? ! the color does n't show up in my hair i 'm gon na do it again later and leave it in longer under heat . 
is up from her nap , and waiting on trae to finish watering & amp ; feeding plants & amp ; animals at the tea shoppe since his bike is dead , now . 
ca n't believe you are coming to pei canada in july and i 'm not going i know your show will be fab . sing a song for me . a big fan . 
wow , i think i top the cake ( um ... .yummy ! ) for dumb idea of the day , doing my high intensity interval training outside at 5pm ! hhoooott ! ! 
a friend of mine is the vet for & quot ; chocolate candy & quot ; so i wo n't be cashin ' in any tickets but i love watching the horses run ! 
i know me too ! sorry i was n't feeling good at all ... soon though ... in mid june we 're gon na get together . we 'll chill then ; - ) 
..if your chicken , say your chicken . & quot ; we 're chicken ! & quot ; 183 miles is a long trip to hunt and get a possible maybe , soon ... 
saw the boy i like at my niece 's prom , he did n't see me though . or he did and was ignoring me ... but he looked so cute i miss him 
i just heard a song that reminds me of when destiny was a baby . how i miss her so ... & lt ; ~ . : rise up : .~ & gt ; 
i did really bad at my mmet , i feel like crap . i need to take some meds and have a laugh . anyone have anything funny they wan na tell me ? 
my phone is suspended/ ! ! ! ! ugh i feel so ugh lol ... so i 'm in my aunts house ... and this is the only way i can get on here 
lynn , transferring insurance wo n't work . no $ $ for new ins for him & amp ; my ins has to stay on my bike because it 's collateral for car . 
im in some serious tears rite now ... .costa rica scored another f ! @ @ # # goal ! ! ! ! ahhhhhhhhhhh ! ! ! ... .trini 1 costa 2 ... . 
okay soo ... im a very jealous person ... kill me . it sucks to se the one you love/like in another persons arms ... even if it means & quot ; nothing : 
omgoodness , i 'm so freaking hungry ! ! ! i 'm so tempted to rip open this bag and chow down ! ... dag i should 've gotten an ice tea to go 
hi , thank you ! good news is no tumors & amp ; no more bad disks . bad news they can only try to manage the pain . i 'm very sad . 
ahh ive too much drama in my life ! ! ! i really really dont want ti go back to school on monday ! ! im gon na go to sleep now its 12:30 
tina ... no kidding ! i feel the same way..i 've been to like 100 shows and have had the crappiest luck ! no & quot ; free & quot ; facetime ! hehe 
just realized that this is a career ... not just a job o_o im a young professional . so this is the path to the rest of my life ? ! ? scar ... 
use daddy 's credit card , like a girl , shop all day , like a girl , look hot like a girl , i dont use the 1st 1 cos i 'm dad-less 
ohh what a shame i ca n't find it on stores either ! i really want to see it too ! lol twittersucks & lt ; & lt ; & lt ; yeah ! 
in my bed , drinking red bull , alone at home , with no where to go - there is the party , but i ca n't go there ... this weekend sucks ! 
i stopped it in year 9 and then started my gcse in year 11 and got an a so i thought i 'd take it for as lol ! one year : / xxxx 
oooh nooo , you 've got it all wrong . it 's making fun of those movies ! it 's all just a satire . i love it . i hope you can too 
- nope - just got a call from & quot ; the client & quot ; i now have about 2 hours of work ahead before i can hit the hay . oh well 
i am lost . please help me find a good home . ( via ) anyone else get this ? makes you wan na buy all the puppies in the world , huh ? 
who the hell is mike flo.. & amp ; y ... everytime i call the shop ... nobody answers ! im trying 2 set up my 6/24 appt . like u said 2 ! 
now that u 're online , id love and explanation to this : in a dark theater & quot ; writing & quot ; a song . i dont know what to think guys 
back from helping mom and dad pack for their trip to move tomorrow . as old as i am , i do n't want my mommy to leave me & lt ; sigh ? 
like crazy ass wendy williams , candice olson is a & quot ; friend in my head & quot ; . i wish i had the courage 2 pursue my passion 4 interior design 
i 'm gon na shop with my sister . thanks god she has a car , otherwise i would n't make it - my leg is so painful , i ca n't even walk 
... for i intend to use some of your parts in building my new [ and better ] computer ! your essence will be a part of it . sorry , old friend ! 
i wan na talk to the camera i 'll wait for you oratory ! ! ! lol ps : chilitooooo te amoroooo ! ! ! se viene con bolivia el miã©rcoles ! ! eaeaeaea 
i miss u girliee ! and i love u soo much ! omg have u heard demi & amp ; selena 's song one and the same full ? aahh i love it ! 
twitter ! what the fuck is up ? ? my ipod is lost and my phone is broken so i can only do twitter updates on the computer for now ! ! sad face 
i am all most home . and am hoping my farm is still okay , i have not checked it all day . i is going to be sad if i lost some crops 
so stressed ... i thought i just liked music but & quot ; it & quot ; doesnt understand . & quot ; it & quot ; makes me feel suck n lonely ... 
i would if i were you . i heard there is a limited suppy & amp ; probably wo n't get reordered ! that 's sad ! ! i hope my info is wrong 
man i 'm so tired but i ca n't go to sleep while strange men are in my house i 'll just have to drink some soda to wake me up or iced tea 
you need to read this and bookmark that website . it is so hilarious i am still laughing . just wet my pants ! ! kidding , but seriously ! ! ! ! l 
see ? im pissed that im missing paramore when they come to va. god i wish this guy would go the hell away . i. hate . him . & gt ; : | 
ytd , was a blast ! ! ! i retained the world title and unified tag team titles . but , off to bed wasnt gd one . i got headache very bad . 
maui is 55 % more expensive than austin , ft. worth , san antonio ... so that will be much better ! but still no surfing maui no ka oi ! ! ! ! 
mom 's making me go to bed ... have to get up early tomorrow night twitterers ! ! ! ! ! love ya ! ! ! ! ! ! ! & lt ; 3 
i just went downstairs to wash a load of clothes . i saw a bug in my garage i 'm down to earth but i do n't like bugs and summer is here ... 
you are loving this marathon , right ? enjoy it ! cause i cant watch ! tell me about it ? i ` d love to know about star wars my starboy ! x 
at sara 's house . she has this hollister bag and it 's so damn cute . i want ! i have it too but it 's in yellow gross ... ... ... . 
not orangutans , but small creatures . the kids all had a ball & amp ; so did the big kids too . miss the sea otters . their area is being redone . 
i want a palm pre so bad ! yeah it 's launch day today & amp ; i have the money , but my verizon contract does n't expire until the 19th ! palmpre 
which is geuss is not over ? ? ? ? basketball ! ! ! i have horrible pain from shin splint in my right leg gon na ice it while driving to the court 
ok , so bad ! i just wanted talk to him ! i think thathate me ! this is so sad ! i want cry ! i love him ... life unfair ! ! 
crying on my first day of summer , my how the pens hate the heat please come back and win next 2 games , but go usa ! u guys make me happy ! 
ok , is so bad ! i just wanted talk to him ! i think thathate me ! this is so sad ! i want cry ! love him ... life unfair ! ! 
: indis arie , mary j blige , kindred & amp ; cee-lo , bilal , ja rule.. i 'm in oakland right now ... i wan na come ... puh puh please . 
for once i want someone to want to go to my house to hang out why do i always have to drive to you ! ? i do so much and dont get anything 
calling me that was so not the right thing to say to me ! ! ! ! ! ! ! if you only knew . im watchin gossip girl n u logged out . 
not feeling very well tonight . awful head ache that 's actually making me nauseous . think i 'll give in & amp ; take something & amp ; go 2 bed ... .. 
made it home ( y ) after 6 hours of no standing we made it . home sweet home . but there was a kuffufel with the dog he 's all better now . 
yes ... i showed you those vids , em ... please just talk to me . just restart ... . oooo weee oooo ... .. did ya hear that ... wait that was me 
cuhs i want to talk to you on the phone.. and plus you still have to do hw we barely talk today . i 'm sad that your having fun and i 'm ... 
cuhs i want to talk to you on the phone.. and plus you still have to do hw we barely talk today . i 'm sad that your having fun and i 'm ... 
cuhs i want to talk to you on the phone.. and plus you still have to do hw we barely talk today . i 'm sad that your having fun and i 'm ... 
cuhs i want to talk to you on the phone.. and plus you still have to do hw we barely talk today . i 'm sad that your having fun and i 'm ... 
cuhs i want to talk to you on the phone.. and plus you still have to do hw we barely talk today . i 'm sad that your having fun and i 'm ... 
cuhs i want to talk to you on the phone.. and plus you still have to do hw we barely talk today . i 'm sad that your having fun and i 'm ... 
i 'm still in a state of mourning that i ca n't see you on july 14 i think you should kidnap me and take me there , yeah ? & lt ; 3 
im sitten here mad late listening 2 birthday sex , watchin my cat sleep on my lap omg skool is done 4 me so sad . lol . i go baq on sep 1st 
damn it , i hate when i ca n't find a fic i liked ! i 'm dying to read a dan/ror fic , but i do n't remember what it was called . 
psshh ... bff ... more like ... whatever i 'm not gunna to there ! i do n't care what goes down , my summer will be perfect ! with or without u ! 
saw him again ! just wish i got introduced to him or something ! but at least i saw him again ! lol . ca n't wait to see him again ! ! ! 
lunch at leona 's , shoe shopping at the mall , and back to my spot to chill . this saturday was priceless . i do n't get to see my aunt much . 
well , gang , sorry i ca n't really stay and chat ... i 'm tired and i need some rest ... throat hurts something awful and i lost my voice ! ! ! 
its not directly north . its more more north-west . i wish you were here . there may be 7 of us , but i feel so lonely w/o you & lt ; 3 
lol i wish i could tell ya 'll wat was wrong..but i do n't wan na talk about it plus it 's a long story and i do n't wan na go 2 twison 
i just knew that my live is black without him . i ca n't even feel my feet now . why the fuck it feels so hurt.. stop it ! it hurt so much 
put $ 20 in a penny slot and won $ 85 . and just barely missed the $ 8k jackpot ! such a tease . hope that 's not the extent of my luck 
bonus to having to go in to work late tomorrow : i can watch some of the men 's rg final ! i do n't think fed is gon na win this one easily 
i honestly have the sweetest bf ever . how did i get so lucky ? ? sowwy for being poopy sometimes best 11 months ( & amp ; counting ) of my life ! 
good night twitters ! ! i 'm out ! ! btw i 'm back to where i stared , sad ! ! ash ! am i bipolar or what ? -_- agg ! ! 
is kinda sleepy ... ..and craving pizza like crazy got ta wait though ... .going to bed night night my sexy love ! ! ! i love you and miss you ! ! ! 
if everyone says that sleep is good , why is it that i can not sleep . i lay down , count bumps in the ceiling , get up , cose a little etc 
& quot ; dude u have a naked pic of jen aniston on ur site ... im not that kinda grl . sorry & quot ; just received this interesting shout on lastfm haha 
i know its 12am and h.i . aired like 4 hours ago but omg - i thought it 'd make sense for the person that died to die , but did n't expect it 
he 's so happy and he makes it look smooth . to grazin in the grass . it kinda makes me want to electric slide . i think it 's time to leave . 
is kinda tired & amp ; wants to watch a movie with my ninja turtle , but he no home now raincheck 4 tomorrow 4 sure though sweets ok ? mwah : * ) 
today has been one of the most stressful work days i ever had . i want a new job in the worst way . i 'll have to take a pay cut though . 
growing up seems so great in theory . then it happens and it is great , but some of it makes me sad . i wish i was in two places at once . 
my allergies are killin me , i wan na scratch my throat out . . . . oh well ... ... . no excuses ... . be there in 25 ! ! ; ) 
this book is killing me -- & quot ; love 's scary , and sometimes it 's transient.but it 's worth the risk and the nerves.it 's even worth the pain. & quot ; 
has had anxiety for a good part of today . still feelin ' it now even though i 'm home from work . i need to find a different job a.s.a.p. ! ! ! 
has had anxiety for a good part of today . still feelin ' it now even though i 'm home from work . i need to find a new job soon ! ! ! 
finally back home after a long ass day ... jeezy leaves friday , and im soo sick like neyo said . what am i gon na do w/o my best friend ? ! ? 
the script & quot ; breakeven & quot ; â™ « /148430 & lt ; -- bought their record today ... matt nathanson , too , but no tracks to post oh well ... 
i want my tattoo , and dreads , and lip piercing . now . screw the & quot ; under my roof under my rules & quot ; law made by mothers everywhere . 
wats a pool party if no one gets in the water ? just another social event i guess . u know i had to get in . i could careless . no twit pic 
oh naww the joe jonas & quot ; single ladies & quot ; video is no longer available & amp ; & amp ; i didnt even get to put it into my mitchell 
paid $ 40 to go to spanish night at a club in cancun . sucks so much i had to tweet it . at least it 's unlimited drinks . pat.. stop text ... 
aww one of my former co-worker 's misses me . i miss the people , not the stress and the upper bs crap . i miss my p & amp ; y family . 
i lost a follower and i 'll never know who it was because i ca n't check on my phone . hmm i do n't agree not being texted back either ! : / 
buta curry habisss ! ! ! ! hiks ... will hv 2 settle 4 chicken this time ... till next time deh my buta curry . u r dearly missed ! : p fb 
being the rule is never easy ! but with in due time it will be grrrreat lol i hope i dont have to follow the rule to long ! waiting sux ! ! ! 
dud sunday morning ! just when i thot i could laze arnd , watch f1 & amp ; cric , summons come 4m workplace ! got ta go slog mmy a** off there ! 
p.s . really wished that you include my best ev er and fav . song '' it 's love '' in your 1st . us album ! ? video of it ..woow ! ! 
saw up ; it made me miss zed . supposed to bake bread tomorrow ; also should be marching for pp at pride . w00t ? i guess . tired , legs hurt . 
temp at 38 now . oh noes i hope i can still make it for camp tmr ! ! ! ! but guess i 'm gon na have to give jap food a miss 
lol ... .i wish that was my problem but it takes my father ages to find a car ! ! ! he 's driving me crazy i dont have a final do you ? 
just woke up . i want more sleep ! ! but that 's not gon na work cuz i ai n't sleeping in my own bed i 'm still at my sis in laws 
i am really bored ... why do i wake up think there is loads to be done and then find out nothing needs to be done ? ! haha it bugs me ! xx 
leeloo caught her jaw in her fraying collar . i fixed it & amp ; she seems fine now , but her bottom lip is all swollen up and she 's all owie ( 
upset over the blackberry ! i am not materialistic ! ! ! am i ? i do n't use it 's internet capabilities so i do n't need it ... but this new one 
shitz . gaming all the time . we are getting far and far apart . yea , burning right now . x ( you are big bad dude . better leave me alone . 
i 'm in my bed and i cant sleep i 'm full of the cold with a banging head ache and i am so tired . thx 2 sleeping in the hills for 2days 
ohh yeaa ! i hate when it gets to that point cuz it seem like its nvr gnna come out & amp ; just wen u ready to cry there it go ! lol 
jus woke up from a sleep that i do n't even remeber starting ? ? ? on to episode 9 of true blood season 1. dam i kinda do n't want it 2 end 
boooo , some tiny girl here tonight told me & quot ; you 'd look good super skinny and anorexic. & quot ; oh . so mean . h8 life . herrro diet . 
at work feeling like crap . i need to go home and get in the bed for the rest of the day . too bad i have to give a final exam tonight . 
i 'm ready to pass out.. to sleep . i 'm beaaat tiired ! i need a massage bad . no after party for me . heading to my room order room service . 
sundays is quite possibly the worst day of the week to be at my boyfriends . i get no lie in , he sets the alarm for 8 when work is at 10 ! 
ca n't sleep b/c i have the worst tmj my jaw keeps popping out ew and i wan na cry i 'm in so much pain.oh yeah and i have work in 3 hours 
my car crashed last day f***ing idiot ! it was just 2 days old poor & quot ; little black pearl & quot ; and my arm hurts , too . hard life ! 
omg i 'm so fucking tired & amp ; i have to be here for at least 2.5 more hours . not sure how i 'm gon na make it without falling asleep . 
ii odee found an allergy pill ... vicks def . did n't work ! ! sooo happy thooo waitin 4 my sinus ' to clear up so ii can go back to sleep ! 
morning time for me . just woke up ! going to have morning coffee . the weather is so bad ! i do n't like it ... hope you have a good day ! 
sucks ! ( i must admit i have n't seen that movie though ) i wish i had something better to say , but i do n't quite & gt ; & lt ; 
another bad film : & quot ; gods and generals & quot ; . sadly as a mature student entering american studies , it 's a & quot ; must-view & quot ; apparently 
flickr uploadr crash ... grrr ! ( not 1 but 3 rs at the end of the word ) - i must re-select all picts ( ~ 30 in a list of 300 ) 
mom 's here ... this might be my last update then school ! ! ! ! ! ! ! gon na eat brownies ... ttyl ! i 'll miss ya 'll ! bye ! 
@ sims 3 yah its available for mac but not all , just the mac os x 10 versions . im really bummed cuz my lap top is a mac os x 9 . 
yummy ! i like soy . oh ... so you do n't want zoe 's special birthday cupcakes ? ( you do n't have to if you do n't want them ) haha . 
oh no its the bad part of hp4 . they in da maze ... ... cedric aka robert pattison gets killed ! ! so sad . stupid moldywart has to be a prick . 
ouch - now there are several cramps in my legs ... i think i 'm surely gon na die ... its getting worse incase i die - i love u guys , be safe 
im so tired but i really dont want to go to bed coz tomorro night i have to go back to school & amp ; i dont think i go on leave till holidays 
i h8 wen the screen of my fone is broke ppl are txtin me n i have no money for a new fone , my friend is depresed n my bro in hospital ! 
ahhhh ! ! ! i was there ! lol.. i wish i could have chucked my shirt up for you to sign but i was little to far back.. i wan na go again 
aww , poor girl . i 'm about to go to bed . need to get up at 10am my time . i 'll catch you later . have fun at breakfast . xoxo 
i just lost a toenail . snagged it the other day and it just fell off . damnit . i 'm vain as hell and this upsets me . i 'll admit it . 
my classmate got freaked out when i told her those skits i planned 2 make r gon na b in youtube . looks like it 's gon na b a one man show . 
did you do it ? how are you feeling ? did it creep you out ? was it life changing ? have n't hrard from you , so i 'm a bit worried . 
just got up ... got ta go 2 church . and i could have not gone to my dad 's boat and gone to mass light night ! sermons ... so ... long ... 
success ! 6 ppl showed , but my bag of bags and gloves ( clearly labeled to be used for the trash pickup ) was taken ! gon na chill ; come out ! 
heeey .. cant wait to give french up in 3 weeks .. as i got french hwk and i dont understand & quot ; / .. bad that i still have physics thou x 
i must prepare for the final exam ! ! phew.. iâ€™ll need to study more , before i take the exam . okay.. i 'm going to have a really hard time ! ! 
yesterday ! market ( woot ! ) , art fair ( $ $ $ ) , greekfest ( yawn ) , mowing ( hot ) , party ( fun ) . more sunburn . 
i finish at 5. . . 3 more hours want to go home . . must . . . revise . . and sleep ! ha , how are ya mr b ? x 
